0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,conceptUri
0.048018948173887945,0.21008289826075977,0.24009474086943972,0.1698670291651286,0.23649331975639815,0.20768195085206537,0.2262892932694469,0.13865471285210143,0.178270345095559,0.0852336330086511,0.1788705819477326,0.11284452820863666,0.14225613396514303,0.004801894817388798,0.19987887177380856,0.07202842226083192,0.04381729020867275,0.028211132052159166,0.0,0.08103197504343591,0.14045542340862222,0.10564168598255347,0.023409237234770366,0.05522179039997113,0.08463339615647751,0.05162036928692955,0.0,0.0,0.0,0.004201657965215199,0.029411605756506365,0.006002368521735998,0.022809000382596766,0.22388834586075257,0.052820842991276734,0.0006002368521735998,0.025209947791291168,0.014405684452166383,0.005402131669562399,0.18727389787816298,0.031212316313027164,0.20468076659119738,0.002400947408694399,0.0,0.11704618617385187,0.19687768751294057,0.19327626639989895,0.19687768751294057,0.06782676429561671,0.20768195085206537,0.19087531899120455,0.2064814771477182,0.13985518655644863,0.2334921354955301,0.09423718579125508,0.03361326372172156,0.14885873933905266,http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34
0.05614591947065168,0.09055793463008335,0.05614591947065168,0.047693845571843904,0.1799084301317656,0.14791129322913615,0.14911873235753728,0.019319026054417786,0.09055793463008335,0.11531043676230615,0.10685836286349837,0.08935049550168224,0.15153361061433948,0.02777109995322556,0.0887467759374817,0.1569670866921445,0.027167380389025005,0.0006037195642005562,0.0585607977274539,0.0,0.1237625106611139,0.22035764093320287,0.1406666584587295,0.08693561724488003,0.19862373662198282,0.08029470203867392,0.00905579346300833,0.031393417338428896,0.02958225864582723,0.04467524775084112,0.10987696068450113,0.16964519754035615,0.1702489171045567,0.04648640644344279,0.20767953008499118,0.053127321649648895,0.1823233083885678,0.0422603694940389,0.06339055424105834,0.17206007579715837,0.1485150127933367,0.1430815367155317,0.24148782568022228,0.07123890857566559,0.19137910185157617,0.20345349313558728,0.21613160398379894,0.1636080018983506,0.10444348460669614,0.18051214969596618,0.1485150127933367,0.1201401932759106,0.0845207389880778,0.2058683713923895,0.22699855613940895,0.03380829559523112,0.19439769967257892,http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.europa.eu/esco/occupation/0019b951-c699-4191-8208-9822882d150c
0.04177939706167441,0.20367456067566275,0.21295887113381262,0.07775610008700515,0.2141194099410814,0.17524135989757877,0.2019337524647597,0.1560924695776447,0.16711758824669765,0.1468081591194948,0.12765926879956072,0.10444849265418603,0.07833636949063953,0.0029013470181718367,0.22688533682103745,0.056286132152533586,0.04177939706167441,0.028433200778083974,0.01508700449449354,0.05860720976707104,0.12127630535958267,0.15319112255947287,0.05512559334526485,0.09458391279240179,0.12359738297412014,0.13636330985407621,0.01450673509085917,0.009284310458149866,0.0,0.060928287381608506,0.16479651063216016,0.10967091728689535,0.09110229637059558,0.12301711357048578,0.11257226430506717,0.04177939706167441,0.060928287381608506,0.08181798591244574,0.05338478513436175,0.1804637845302881,0.1102511866905297,0.09342337398513306,0.1978718666393191,0.06789152022522092,0.16131489421035397,0.19439025021751288,0.1909086337957067,0.17756243751211623,0.04584128288711498,0.22978668383920928,0.13636330985407621,0.1560924695776447,0.14042519567951678,0.20135348306112527,0.03829778063986821,0.04293993586894316,0.22630506741740308,http://data.europa.eu/esco/occupation/0022f466-426c-41a4-ac96-a235c945cf97
0.15605663718478804,0.22911686058590605,0.22911686058590605,0.19404795335336944,0.22385652450102558,0.22736341522427922,0.22210307913939872,0.2039841437359215,0.20515310731033934,0.1870341719068621,0.20749103445917513,0.1589790461208328,0.1502118193126986,0.035068907232536646,0.18177383582198162,0.014027562893014657,0.02630168042440248,0.004091372510462612,0.0,0.05260336084880496,0.11514291208016199,0.06955333267786434,0.035068907232536646,0.011105153956969933,0.03156201650928298,0.011105153956969933,0.0011689635744178892,0.0,0.008182745020925211,0.004675854297671557,0.007598263233716266,0.0,0.012858599318596767,0.14027562893014656,0.12391013888829615,0.0,0.08825674986855053,0.011689635744178879,0.024548235062775647,0.04442061582787975,0.039160279742999245,0.0888412316557595,0.005260336084880501,0.0005844817872089446,0.09351708595343106,0.20573758909754827,0.20749103445917513,0.20573758909754827,0.10871361242086358,0.18352728118360842,0.18352728118360842,0.21392033411847353,0.14670492858944495,0.19580139871499624,0.04675854297671553,0.022210307913939867,0.1858652083324442,http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f
0.01749645121320468,0.21048761004976532,0.19087037687132372,0.08801245155733262,0.1839778354843037,0.18715900843215913,0.18132685802775755,0.1606492338666975,0.16807197074502672,0.14739434658396666,0.1447433691274205,0.10497870727922805,0.13573004577516354,0.02810036103938933,0.21207819652369303,0.0074227368783292514,0.0005301954913092331,0.0005301954913092331,0.0,0.002650977456546165,0.15269630149705898,0.09755597040089879,0.0005301954913092331,0.0212078196523693,0.1935213543278699,0.06468384993972638,0.0,0.018556842195823146,0.20412526415405452,0.0063623458957107965,0.16807197074502672,0.08536147410078644,0.04400622577866631,0.09225401548780648,0.1219449630011235,0.0010603909826184662,0.09861636138351726,0.03711368439164628,0.0031811729478553982,0.20200448218881759,0.06415365444841714,0.12088457201850503,0.18609861744954062,0.012194496300112349,0.159588842884079,0.2030648731714361,0.20412526415405452,0.1839778354843037,0.14209239167087434,0.2110178055410746,0.1802664670451391,0.17125314369288214,0.09225401548780648,0.20412526415405452,0.16170962484931592,0.0010603909826184662,0.09543518843566186,http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c
0.0733703862123109,0.2092651015446781,0.24180327282144204,0.12951468174868794,0.2520113265553288,0.22585318886224404,0.22011115863693276,0.1920390108687442,0.17800293698464995,0.1186686246564333,0.1677948832507632,0.11675461458132955,0.10909857428091449,0.015950083959198023,0.22457718214550815,0.09633850711355606,0.16077684630871608,0.039556208218811104,0.02233011754287724,0.1582248328752444,0.14418875899115013,0.11228859107275407,0.10463255077233904,0.0580583056114808,0.11484060450622577,0.049764261952697834,0.0363661914269715,0.026796141051452674,0.055506292178009134,0.0427462250106507,0.049764261952697834,0.12249664480664083,0.09059647688824478,0.17289891011770658,0.09123448024661271,0.030624161201660206,0.08102642651272596,0.045936241802490306,0.041470218293914854,0.1033565440556032,0.06699035262863169,0.17226090675933867,0.13461870861563133,0.017864094034301788,0.09059647688824478,0.15056879257482933,0.19522902766058378,0.18629698064343292,0.11292659443112202,0.1907630041520084,0.13142869182379172,0.16843288660913114,0.10144253398049942,0.1524828026499331,0.02807214776818852,0.022968120901245146,0.145464765707886,http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e
0.06782109023838515,0.20346327071515544,0.16487540902779835,0.15902876331759275,0.22100320784577226,0.23035784098210127,0.20697125814127879,0.21223323928046384,0.19235464386576473,0.1824153461584152,0.1824153461584152,0.12862620562452354,0.16078275703065442,0.058466457102056155,0.22684985355597787,0.00935463313632898,0.019878595414699097,0.006431310281226182,0.0,0.03332588054817201,0.22918851184006012,0.0730830713775702,0.00935463313632898,0.009939297707349542,0.046773165681644926,0.04501917196858324,0.000584664571020562,0.0035079874261233724,0.1566901050335105,0.0017539937130616862,0.016955272559596286,0.00584664571020562,0.050281153107768296,0.07834505251675523,0.16370607988575722,0.0,0.10173163535757772,0.07132907766450852,0.059051121673076704,0.14265815532901702,0.1216102307722768,0.11927157248819455,0.11751757877513286,0.03332588054817201,0.16078275703065442,0.20521726442821708,0.20989458099638159,0.21924921413271056,0.018124601701637412,0.15727476960453105,0.16078275703065442,0.19937061871801148,0.09179233765022815,0.18943132101066196,0.008769968565308418,0.01403194970449349,0.09003834393716648,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533
0.23336765469909368,0.16518493630809342,0.26640464196071234,0.16940242404361922,0.24109971554755757,0.2614842396025989,0.22212102073769158,0.15253247310151602,0.22071519149251628,0.12441588819801078,0.13425669291423764,0.11598091272695919,0.09489347404933025,0.02389909716797948,0.25586092262189786,0.031631158016443416,0.022493267922804212,0.019681609432453683,0.006326231603288689,0.041471962732670266,0.2080627282859389,0.09067598631380447,0.01476120707434026,0.037254474997144474,0.07029146225876315,0.028116584903505253,0.0014058292451752644,0.0,0.0470952797133713,0.01476120707434026,0.027413670280917624,0.030928243393855782,0.018978694809866054,0.13495960753682523,0.1560470462144542,0.016167036319515524,0.06607397452323736,0.04076904811008263,0.02460201179056711,0.11738674197213446,0.05904482829736105,0.11668382734954684,0.0421748773552579,0.012652463206577362,0.05412442593924763,0.15534413159186655,0.15674996083704182,0.24812886177343393,0.016167036319515524,0.173619911779145,0.09770513253968079,0.23758514243461945,0.17502574102432025,0.16940242404361922,0.0028116584903505287,0.025304926413154724,0.17291699715655734,http://data.europa.eu/esco/occupation/00747307-6341-4266-a061-25416f7c6a96
